marca,modelo,año,estado,kilometraje,motor,placa,cv,peso_kg,transmisión,precio_cop
HONDA,Fit,2019,disponible,20000,1.5,MKZ220,155,2.000,manual,28000000
Honda,Fit,2022,vendido,5000,1.8,EQT789,ciento treinta,1400,automatica,87000000
Hyundai,Santa Fe,2020,disponible,45000,1.5,HPM570,309,1250,automatica,44000000
Honda,HR-V,2016,taller,10000,1.3,MTG873,192,1500,manual,30000000
Toyota,Corolla,2020,disponible,78000,2.0,AHK725,212,1250,automatica,59000000
Chevrolet,Onix,2018,disponible,28000,1.5,QZX512,122,1700,automatica,41000000
Chevroelt,Cruze,2017.,disponible,45000,1.0,LUF611,153,950,automatica,32000000
Chevrolet,Silverado,2015,disponible,32000,1.6,LGDMGK,193,950,manual,76000000
Chevrolet,Cruze,2016,taller,48000,1.O,JGIPOY,128,1570,manual,68000000
Volkswagen,Jetta,2018,taller,35 000,1.0,ZXR607,106,1400,automatica,55000000
Nissan,Kicks,2018,disponible,15000,1.0,PVB284,99,1250,manual,79000000
Kia,Sportage,2016,taller,75000,1.5,ELG718,180,2000,manual,51000000
Handa,Fit,2022,vendido,15000,1.3,OFP663,170,1700,Manual,68000000
Toyota,Hilux,2022,vendido,100000,1.8,ECO283,191,1195,manual,85000000
Ford,Fiesta,2020,taller,5000,1.8,ACU086,290,1795,automatica,41000000
Ford,EcoSport,2020,taller,32000,2.0,ZBD860,177,2200,automatica,72000000
Kia,Telluride,2021,vendido,80000,1.8,NUH436,128,1280,automatica,
Toyota,Yaris,2015,vendido,65000,2.0,NKR987,355,2060,automatica,54000000
Chevrolet,Silverado,2019,vendidoo,42000,1.8,PME494,309,1280,automatica,84000000
Honda,CR-V,2021,taller,35000,1.5,QBW346,141,1195,automatica,60000000
Hondaa,Fit,2022,vendido,72000,1.5,OKL722,145,1800,manual,73.000.000
Hyundei,Accent,dos mil diecisiete,taller,22000,1.6,BTX228,110,950,manual,47000000
Toyota,Land Cruiser,2022,disponible,75000,1.O,GOX299,69,1195,manual,46000000
Toyota,Camry,2019,taller,100000,1.8,TGR669,290,950,manual,84000000
Ford,Ranger,2021,taller,25 000,1.6,OVQ173,280,1795,manual,87000000
Kia,Cerato,2018,disponible,5000,1.6,UIQ919,212,1280,manual,82000000
Honda,Fit,2017,disponible,78000,1.6,YBE329,231,1070,automatica,52000000
Toyota,RAV4,2017,vendido,95000,1.3,NUP043,ciento diez,1280,manual,85000000
Ford,F-150,2021,vendido,75000,1.8,200BBO,122,1700,manual,27000000
Toyota,Yaris,2022,taller,20000,1.5,CHM513,90,1070,automatica,47000000
Honda,HR-V,2019,disponible,32000,2.0,TBO115,192,1070,automatica,86000000
Ford,Escape,2019,taller,48000,1.3,AH-996,107,1.050,manual,80000000 
FORD,EcoSport,2018,vendido,95000,1.5,MX-751,141,1200,manual,71000000
Volkswagen,Passat,2019,taller,20000,1.8,TLS117,177,1195,automatica,54000000
Hyundai,Tucson,2019,taller,8000,1.5,SGQ215,186,95.0,manual,75000000
Nissan,Kicks,2021,disponible,95000,1.6,PVZ561,180,1700,automatica,52000000
Toyot,RAV4,2021,Disponible,30.000,1.5,EZI587,153,1280,automatica,52000000
Ford,F-150,2021,disponible,18000,1.8,YUX131,400,1450,automatica,48000000
Honda,Civic,2021,disponible,22k,1.0,MRX365,177,1100,automatica,30000000 
Volkswagen,Tiguan,2022,disponible,42000,1.O,MFC956,191,1070,manual,32000000 
Nissan,Frontier,2020,vendido,12000,1.6,OWY675,107,1400,manual,59000000
Kia,Cerato,2019,vendio,15000,1.6,EAA206,400,1200,manuall,45000000
Chevrolet,Silverado,2021,vendido,75000,1.8,GVH691,309,1070,Manual,31.000.000
Toyota,Yaris,dos mil dieciseis,vendido,52000,1.3,JID255,110,1195,manual,29000000
Hyundei,Creta,2022,disponible,32000,2.0,EDC218,309,1400,automatica,64000000
Kia,Sportage,2020,vendido,35000,1.0,SSP263,155,1570,manuall,74000000
NISSAN,Sentra,2022,disponible,5000,1.5,CVP372,110,1570,manual,36000000
Kia,Telluride,2021,disponible,65000,1.0,VMD360,163,1.450,manual,90000000
Ford,Fiesta,2022,taller,72000,1.8,BDN569,99,2060,manual,43000000
HYUNDAI,Elantra,O015,disponible,10000,1.6,TWX114,128,1250,automatica,89000000
Honda,HR-V,2017,vendido,45000,2.0,STE075,150,1400,automatica,75000000
Ford,Fiesta,2022,vendido,65000,1.8,BFG770,355,1.600,AUTOMATICA,32000000
Toyota,Camry,2018,disponible,95000,1.3,ICA595,128,1070,automatica,90000000
Kia,Rio,2016,taller,12000,1.0,PNA467,212,1900,automatica,40000000
Volkswagen,Jetta,2019,Vendido,8000,1.6,QYY365,150,1700,automatica,31000000
Honda,Fit,2017,disponible,22000,1.6,BIV351,141,2100,automatica,83000000
Hyundai,Palisade,2019,taller,12000,2.0,RJH238,150,1.280,manual,78000000
Nissan,March,2017,taller,18000,1.6,NXV623,110,950,manual,53000000
Chevrolet,Cruze,2O17,disponible,8000,1.8,165655,106,1195,automatica,41000000
Hondaa,Pilot,2017,vendido,78 000,1.3,XTW827,400,1500,automatica,57000000 
Chevrolet,Tracker,2020.,disponible,48000,1.0,MBP644,309,1280,automatica,40000000
Nissan,Kicks,2018,taller,38000,"2,0",RYD010,ciento veintitres,1900,manual,63000000
Hyundai,Creta,2020,disponible,30000,1.6,WPT603,84,2060,manual,74000000
Chevrolet,Equinox,2017,taller,90000,1.8,RQQ094,125,1400,Automatica,38000000
Volkswagen,Passat,2015,vendido,40000,"2,0",FJU345,203,1280,auto,89000000
Toyota,Fortuner,2016,vendido,78000,2.0,WSO589,309,1100,manuall,44.000.000
Chevrolet,Tracker,2021,taller,12000 km,1.0,WLI268,ciento noventa y tres,1600,manual,78000000
Volkswagen,Touareg,2019,vendido,42000,1.6,PTK853,90,2200,Automatica,43000000
toyata,Yaris,2022,vendido,72000,1.0,AVW328,145,2100,automatica,35000000
FORD,EcoSport,2016,disponible,22 000,2.0,AHJ946,140,950,AUTOMATICA,46000000
Hyundai,Palisade,2022,vendido,32000,1.6,CPN323,122,1700,automatik,69000000
Ford,F-150,2018,vendido,30000,1.3,OKC277,120,1350,Automatica,65000000
Volkswagen,Golf,2017,disponible,60000,1.5,CMW891,107,1.200,automatica,35000000
Honda,Odyssey,2016,vendido,10000,1.3,QWT011,114,1450,automatica,87000000
Toyota,Land Cruiser,2017,disponible,58000 km,1.60,OFR775,106,1.250,automatica,59000000
Hyundai,Santa Fe,O017,Disponbile,22000,1.0,AHH974,107,2200,automatica,59000000
Hyundaii,Elantra,2018,vendido,65000,1.8,PDV333,120,1300,manual,37000000
Kia,Sportage,2017,taller,80000,1.3,JYO377,290,1400,automatica,48000000
Volkswagen,Golf,2021,TALLER,85000,1.8,VS-707,355,950,automatica,30000000
Kia,Rio,2018,taller,75000,1.8,HKK429,doscientos tres,1100,automatica,55000000
Kia,Picanto,O020,vendidoo,12000,1.5,TKX372,170,2000,automatica,63000000
Honda,Odyssey,2020,vendidoo,85000,1.0,AAV247,177,1280,manual,43000000
Hyundai,Palisade,2022,Disponbile,40000,1.5,NIZ241,309,2200,manual,81 millones
Hyundai,Accent,dos mil veintiuno,taller,90000,2.0,SHN991,186,2000,manual,50000000
Toyta,Land Cruiser,2016,disponible,18000,1.6,APH580,99,1250,automatica,39000000
Toyota,Camry,2022,disponible,85000,1.6,WJZ176,114,1700,manual,85000000 
Ford,Escape,2019,disponible,75000,2.0,RUU059,163,1195,automatica,
Honda,Civic,2020,disponible,50000,1.0,ZZI719,309,2000,automatica,80000000
Honda,CR-V,2015,vendidoo,22.000,1.3,MWQ209,192,1.050,manual,55000000
Volkswagen,Tiguan,2019,taller,8000,1.8,EGJ086,130,1195,manual,40000000 
Volkswagen,Polo,2018,disponible,45000,1.5,MQO113,400,2200,MANUAL,86000000
Volkswagen,Polo,2017,vendido,38000,1.60,TKV523,290,1600,automatica,38000000
Kia,Rio,2015,disponible,80000,1.8,NES766,193,1800,manual,54 millones
Kia,Cerato,2016,vendido,20000,1.3,NYE461,155,1795,manual,60000000
Ford,Mustang,2022.,taller,15000,2.0,FNJ342,84,2.000,automatica,90000000
Kia,Picanto,2O20,DISPONIBLE,60000,2.0,NAR615,90,950,manual,52000000
Hyundai,Santa Fe,2020,TALLER,48000,1.3,VSD963,153,1300,manual,58000000
Hyundai,Elantra,2016,disponible,45000,2.0,FOH200,153,2000,manuall,62000000
Honda,CR-V,20O7,taller,52000,1.6,VDC911,152,1070,automatica,50000000
Ford,Fiesta,2017,disponible,80000,1.8,LRL608,213,1050,automatica,68000000
Kia,Sorento,2018,vendido,52000,1.60,JRQ708,75,2060,AUTOMATICA,75000000
Volkswagen,Jetta,2015,Vendido,42000,2.0,KDN173,158,1280,automatica,65000000
Kiaa,Telluride,2017,DISPONIBLE,48000,1.3,FXTQVP,106,1280,MANUAL,36000000
Honda,Odyssey,2020,vendido,78000,2.0,WLT404,114,1.600,automatica,87000000
Toyota,RAV4,dos mil quince,disponible,18000,1.0,PIS386,128,1500,manual,67000000
Ford,Mustang,2022,vendido,78000 km,1.8,RWZ917,ciento veintidos,1800,manual,82000000
Toyota,RAV4,2020,disponible,52000,1.5,HVE199,309,1195,manual,88000000
Nissan,Sentra,2022,vendido,28000,2.0,ODR535,231,1200,automatica,69000000
Honda,Fit,2015,disponible,100000,2.0,ULB136,110,1500,manual,38000000
Kia,Telluride,2021,taller,58000,1.6,SAR462,153,1070,manual,32000000
Nissan,X-Trail,2019,disponible,50000,2.0,HLR534,84,1450,automatica,69000000
Honda,Pilot,2020,taller,80000,1.6,NBS386,309,1.100,automatica,32000000
Kia,Sorento,2015,taller,5000,2.0,EVS120,309,1280,automatik,
FORD,Ranger,2019,DISPONIBLE,40000,2.0,MPI996,114,1050,automatica,51000000
Ford,Escape,2019,vendido,65000,1.8,VIK009,153,1700,automatica,85000000
Nissan,March,2020,vendido,100000,1.5,KJE975,125,1450,manual,71000000 
Nisan,Sentra,2016,TALLER,90000,2.0,FWH372,ciento ochenta,1800,automatica,
Honda,Civic,2021.,disponible,10000,1.O,WAA682,ciento veinte,1450,automatica,30000000
Ford,Mustang,2016,vendido,25000,1.8,UDB791,280,1195,automatica,$ 87.000.000
Nissan,X-Trail,2020,disponible,58000,1.5,BAT389,110,2100,manual,60000000
Honda,Civic,2021,taller,18000,1.6,SGJ624,130,2100,manual,90000000
Nissan,X-Trail,2020,disponible,72000,1.6,XYL372,203,1350,automatica,47000000
Nissan,Kicks,2017,taller,42000,1.80,AEL932,122,1700,automatica,36000000
Toyota,Land Cruiser,2019,taller,28000,1.6,YWL626,ciento ochenta,1250,Manual,71.000.000
Ford,F-150,2022.,taller,72000,1.8,BI-736,ciento noventa y dos,1700,manual,26000000
toyata,Hilux,2022,taller,35000,1.5,AAL161,84,1900,automatica,52000000
Nissan,March,2016,taller,90000,1.3,MEY174,185,1070,manual,80000000
Honda,Pilot,2022,taller,12000,1.8,OXM217,123,1.450,manual,39000000
Volkswagen,Jetta,2016,taller,25000,1.O,YOA624,280,950,AUTOMATICA,58000000
Volkswagen,Touareg,2017,taller,85000,1.8,YTI060,122,1250,automatica,61000000
Chevrolet,Equinox,2020,disponible,5000,1.3,BIJ197,365,1280,manual,68000000
Volkswagen,Golf,2017,taller,20000,1.0,TPO505,231,1400,manual,
Toyota,Yaris,2018,vendido,48000,1.8,CEC 747,203,1050,automatica,56000000
Nissan,Versa,2021,disponible,5000,"1,5",ZXW952,355,2200,manual,32000000 
Toyota,Corolla,2019,vendido,40000,1.0,CXQ403,107,1195,manual,32000000
VOLKSWAGEN,Jetta,2020,taller,45000,1.8,CQE733,106,1300,automatica,76000000
Chevrolet,Silverado,2015,vendidoo,78000,1.0,ZYY111,203,1070,manual,
Volkswagen,Jetta,2018,disponible,18000,1.5,UBJ782,75,1.195,automatica,75000000
Chevrolet,Onix,2019,disponible,8000,1.0,PGB591,309,1600,automatica,85000000
Volkswagen,Jetta,2016,taller,52000,1.0,SJL616,191,1195,manual,76000000
Volkswagen,Touareg,2017,disponible,90000,2.0,PIS103,75,1.300,automatica,60000000
Honda,CR-V,2019,taller,20000,2.0,ZLF791,213,1200,automatica,44000000
Honda,Odyssey,2021,taller,45000,1.6,XIJ861,191,2200,automatica,60000000
Toyota,Fortuner,2022,taller,100000,1.6,ZZG322,123,1195,manual,53000000
Kia,Picanto,2018,taller,50000,1.6,JJN632,203,1050,manual,57000000
Nissan,X-Trail,2020,disponible,65000,1.3,RVD264,180,1800,manual,80000000
Hondaa,HR-V,2022,disponible,50000,1.8,RDYTVU,203,1900,automatica,52000000
Hyundai,Elantra,2015,vendido,48000,2.0,UC-178,186,950,automatica,80000000
Chevrolet,Equinox,2018,Vendido,85000,1.0,VHV149,123,1700,automatica,31000000
Volkswagen,Jetta,2017,vendido,48000,1.3,LPM784,155,1195,automatica,63000000
Ford,Ranger,2021,Disponible,52000,2.0,PQI693,ciento veintiocho,1.600,automatica,59000000
Volkswagen,Touareg,2017,vendido,8000,1.5,FMA 542,170,2200,automatica,79000000
Nissan,X-Trail,2022,Disponbile,95000,1.5,COU430,120,1.800,automatica,87000000
Ford,Ranger,2020,vendido,70.000,2.0,KEO972,212,1195,automatica,41000000
Honda,Pilot,dos mil veintiuno,taller,8k,1.6,SYV496,193,1900,automatica,49000000
Toyota,Hilux,2022,vendido,48000,1.5,GRE244,290,1300,manual,63000000
Kia,Picanto,2022,taller,10000,1.8,NVO751,145,2000,manual,57000000
Toyota,Fortuner,2019,disponible,10000,1.8,OHQ447,193,2100,manual,$ 67.000.000
Hyundai,Creta,2015,vendio,22000,1.3,ANW655,122,1700,manual,59000000
Ford,EcoSport,2016,disponible,22000,1.6,DJB187,213,1050,manual,30.000.000
Nissan,Kicks,20O2,disponible,65000,1.6,XFR129,123,1500,automatica,79000000
Nissan,Sentra,2022,talleer,25000,1.60,BFX093,106,2200,automatica,65000000
Toyota,Hilux,2019,disponible,25000,1.8,TDB485,140,1200,manual,57000000
Nissan,Kicks,2022,disponible,48000,2.0,WCC175,153,1250,manual,35000000
TOYOTA,Camry,2015,vendido,95000,1.3,AOG191,120,1100,manual,42000000
Ford,Explorer,2022,talleer,80000,1.6,PNB354,193,1.280,manual,28000000
Nissan,Versa,2020,vendido,75000,2.0,MYR127,107,2.200,manual,51000000
Kia,Sportage,2016,vendido,70000,2.0,KJS450,99,1050,automatica,51000000
Toyota,RAV4,2021,disponible,60000 km,1.60,PDW207,145,1350,auto,57000000
Toyota,Camry,2022,disponible,72000,2.0,DDL022,120,2200,manual,63000000
Chevrolet,Equinox,2022,disponible,60000,1.0,TNK245,231,1400,automatica,36000000
Hyundai,Elantra,2016,vendido,75000,1.0,CSB737,280,2200,automatica,48000000
Chevrolet,Cruze,2020,disponible,60000,1.6,IHR403,170,1100,automatica,49000000
toyata,Camry,2022,vendidoo,45000,1.8,CAE353,125,1700,manual,47000000
Ford,EcoSport,2018,vendido,95000,1.0,FZU764,158,1070,manual,52000000
Ford,Fiesta,2021,disponible,10000,1.3,CCD394,150,1300,automatica,77000000
Volkwagen,Touareg,2019,disponible,65000,1.3,VUC233,212,1795,manual,73000000
Nissan,X-Trail,2020,vendido,50000,1.6,EJZ737,163,1400,automatica,25000000
Chevrolet,Silverado,2015,vendio,40000,1.0,SQP932,106,1250,automatica,29000000
Ford,Fiesta,2022,disponible,5000,1.8,MUB768,107,1100,manual,47000000
Kia,Cerato,2017,taller,12000,1.8,JUG979,69,1250,manual,80000000
Hyundai,Accent,2017,taller,32000,"2,0",ZVM683,120,2200,manual,58000000
Chevrolet,Onix,2016,taller,10000,2.0,UJQ962,128,2100,manual,43 millones
Nissan,X-Trail,2015,vendido,52000,1.5,AYW192,185,2200,manual,72000000
Honda,CR-V,2020,vendido,50000,1.0,GAC602,84,1070,manual,67000000
Ford,Explorer,2019,disponible,58000,2.0,KFJ331,75,1600,manual,90000000
Toyota,RAV4,2015,disponible,28000,1.6,DWR697,193,1450,manual,44000000
Volkswagen,Jetta,2022,vendido,80000,2.0,MTF075,170,1.600,manual,51000000
Hyundai,Tucson,2016,DISPONIBLE,15000,1.6,YOS428,155,1050,manual,39000000
Ford,Escape,2017,Disponbile,50000,1.5,TDR919,140,950,manual,68000000
Nissan,Versa,2015,vendido,20000,1.3,RLH543,141,1795,Manual,30000000
Chevrolet,Silverado,2017,disponible,60000,1.3,XEW172,noventa,1070,automatica,38000000
Honda,Civic,2018,taller,52000,1.6,QBB812,355,1250,manual,31000000
Chevrolet,Spark,2020,taller,85000,1.O,XLB273,186,1195,MANUAL,25000000
Toyota,Yaris,2018,taller,20000,1.6,TBN021,107,1570,manual,41000000
Chevrolet,Onix,dos mil diecinueve,disponible,20000,1.3,PSS798,170,1200,automatica,52000000
Volkswagen,Passat,2016,disponible,8000,1.8,WRG171,186,2060,automatica,48000000
Honda,HR-V,2017,disponible,18000,1.0,XGY479,84,2060,manual,86000000 
Chevrolet,Cruze,2020,vendido,50000,2.0,NNN542,123,1450,automatica,62000000
Chevrolet,Equinox,2016,disponible,75000 km,2.0,UWN711,140,1700,automatica,79000000
Ford,Mustang,2020,taller,50000,1.8,YBZ089,69,1100,manual,37000000
Hyundai,Santa Fe,2017,vendido,52000,1.0,XFP725,309,2100,manual,77000000
Chevrolet,Spark,2018,taller,52 000,1.8,DBZ176,128,1350,manual,$ 46.000.000
Nissan,Frontier,2019,vendido,50000,1.5,JPS218,145,1400,manual,40000000
Kia,Picanto,2019,TALLER,32000,1.0,QDC177,145,1250,automatica,
Ford,Mustang,2021,talleer,20000,1.6,RCK167,193,1300,auto,84000000
Volkswagen,Tiguan,2022,disponible,15000 km,1.8,KWM684,128,1070,automatica,43000000
Chevrolt,Onix,2017,vendido,28000,1.5,LGK446,69,1200,automatica,77000000
Chevrolet,Equinox,2017,Disponible,60000,1.6,AXQ397,158,1500,automatica,48000000
Nissan,Kicks,2015,taller,100000,1.6,TYZ452,145,1900,manual,79000000
Kia,Rio,2018,vendido,18000,1.8,KSU445,231,1050,manual,80000000
Toyota,Yaris,2015,disponible,18000,1.5,ICT198,152,950,manual,29000000
Toyota,RAV4,2015,taller,28000,1.3,YAM662,125,1900,automatica,68000000
Volkwagen,Touareg,2015,disponible,18000,1.8,ABW247,152,1900,manual,70000000
Toyota,Hilux,2017,vendido,30000,1.5,UND015,155,1050,automatica,69000000
Kia,Sportage,2022,vendido,22000,2.0,PBF183,120,1800,automatica,32000000
Honda,Pilot,2022,vendido,60000,2.0,AKV143,365,1800,automatica,49000000
Toyota,Land Cruiser,2019,disponible,72000,1.6,NOM213,153,1570,automatica,41000000
Hondaa,Odyssey,2015,taller,80000,1.5,RNA599,213,1070,manual,61000000
Nissan,X-Trail,2018,talleer,58000,1.0,KKB628,128,1400,manual,69000000 
Hyundai,Accent,2021,vendido,55000,1.3,FSW594,120,1300,manual,38000000
Nissan,X-Trail,2015,taller,100000,2.0,SXD851,203,1700,automatica,49000000 
Toyta,Camry,2019,disponible,5000,2.0,AMH685,99,1.195,manual,38000000
Nissan,March,2015,Disponible,40000,1.8,ZVR479,192,1050,automatica,43000000
Nissann,Kicks,2015,vendido,38000,1.60,130QOL,107,1195,manual,41000000
Chevroelt,Cruze,2016.,taller,28000,1.80,ZVF909,192,2060,manual,83000000
Volkswagen,Tiguan,2020,vendido,30000,1.8,PAV150,309,1570,automatica,30000000
Toyot,Corolla,2022,disponible,52000,1.6,KBG600,75,1250,manual,77000000
Kia,Sorento,2017,vendido,40000,1.5,113599,309,1900,MANUAL,79000000
Volkswagen,Touareg,2022.,taller,8000,1.3,OGX585,123,1800,manual,56000000 
Hyundai,Elantra,2018,vendido,20000,1.6,XHJ233,185,1700,manual,61000000
Volkswagen,Golf,2019,disponible,55000,1.3,PLD102,125,1500,Automatica,61000000
Volkswagen,Golf,2015,TALLER,38000,1.5,XBA835,365,1700,manual,68000000
Hyundai,Creta,2015,disponible,42000,1.6,GZP967,155,1.600,manual,72000000
Honda,CR-V,2016,vendio,32000,1.6,WXU815,170,1280,manual,78000000
Kia,Telluride,2021,taller,42000,2.O,CJD718,185,2200,manual,34000000
Chevrolet,Spark,2015,taller,48000,1.6,FXC453,400,2.100,automatica,36000000
Ford,Fiesta,2017,disponible,35000,2.0,QOE474,125,2060,automatica,68000000
Ford,Mustang,2020,disponible,52000,1.5,KIT306,120,2.100,automatica,63000000
Kia,Picanto,2020,disponible,60000,1.6,FRP793,ciento veintiocho,1050,manual,89000000
Nissan,Sentra,2017,disponible,52k,1.3,SVE694,203,1600,automatica,69000000
Hyundai,Creta,2018,taller,65000,1.8,LEV334,180,1350,manual,42000000
Volkswagen,Touareg,2017,TALLER,100000,2.0,ILX044,ciento cincuenta y tres,1195,manul,71000000 
Chevrolet,Cruze,2020,taller,78000,1.6,FEU474,99,2200,manual,90000000
Toyota,Land Cruiser,2022,vendido,55000,1.6,NMY528,180,1280,automatica,47000000
Volkswagen,Golf,2020,taller,70000,1.5,JNN798,177,1900,automatica,75000000
Ford,Explorer,2022,taller,85000,1.6,QJV008,75,1200,automatica,51000000
Volkswagen,Tiguan,2017,vendido,25000,1.3,GQE616,90,1500,automatica,51000000
Ford,F-150,2015,vendido,10000,1.3,CTM256,123,1100,manual,79000000
Chevrolet,Equinox,2015,disponible,35 000,2.O,DMV145,158,2100,manual,85000000
Honda,Pilot,2021,taller,85000,1.0,KGY059,110,1100,manual,81.000.000
Chevrolet,Tracker,2022,taller,85000,1.8,QPH374,186,2100,manual,89000000
Kia,Telluride,2016,taller,85000,1.8,OWM061,128,1700,automatica,58000000
Volkswagen,Tiguan,dos mil veintiuno,disponible,30000,1.5,KOC433,130,1.070,manual,87000000
Honda,Pilot,dos mil diecisiete,taller,20000,2.0,IDK682,106,2100,manual,68000000
Honda,Odyssey,2016,talleer,55000,1.8,RLV972,90,2200,automatica,85000000
Volkswagen,Tiguan,2021,taller,90000,1.8,QME281,365,2200,AUTOMATICA,80000000
Hyundai,Palisade,2021,disponible,35000,2.0,XAI203,130,1450,manual,30000000
Volkswagen,Tiguan,2019,taller,40000,1.8,OSM131,114,1250,automatica,77000000
Volkswagen,Polo,2015,disponible,12000,1.3,NQF019,309,1600,automatica,57000000
Ford,EcoSport,2022,vendido,72000,1.3,LOG284,192,1100,manual,51000000
NISSAN,Frontier,2020,taller,52000,1.80,VDG528,400,1100,automatica,75000000
Ford,Escape,2017,vendido,60000,1.8,BGD887,170,1.280,manual,68000000
Ford,Ranger,2018,taller,22000,1.5,ARV280,213,1600,MANUAL,36000000
Nissan,X-Trail,2018,vendido,58000,1.8,XJS340,191,1200,automatica,90000000
Chevrolet,Cruze,2019,disponible,45000,1.60,DKR180,106,2100,manual,28.000.000
Toyot,RAV4,2016,disponible,35000,1.3,TUC713,123,950,manual,89000000
Volkswagon,Tiguan,2021,vendio,70000,2.0,FBY835,212,2100,automatica,25000000
Hyundai,Elantra,2018,taller,35000,1.5,MSP401,212,2100,manual,76 millones
Ford,Escape,2021,taller,85000,1.6,GGS394,106,1900,manual,
Kia,Picanto,2017,taller,25000,1.6,ARU969,107,1195,manual,39.000.000
Chevrolet,Silverado,2020,taller,100000,1.6,GHG680,140,1800,automatik,48000000
Ford,Mustang,2015,disponible,45.000,2.0,419XJV,150,1350,automatica,54 millones
Toyota,Camry,2021,disponible,42000,1.6,XJL128,84,1.070,automatica,88000000
Kia,Sportage,2018,taller,65000,1.8,QNY536,180,1300,manual,
Volkswagen,Golf,2021,taller,50000,"2,0",QWG373,106,1700,automatica,68000000
Hyundai,Accent,2022,vendido,70000,1.6,FKE150,84,2100,automatik,84000000
Ford,EcoSport,2015,disponible,58 000,1.5,JYC581,355,1450,manual,60000000
Toyota,RAV4,2017,vendido,45000,2.0,QKT770,400,1700,automatica,84000000
Honda,Accord,2017,disponible,20k,1.8,VHX048,186,1900,automatica,56000000
Ford,F-150,2017,disponible,95000,1.8,UUQ956,186,1900,manual,48000000
Hyundai,Tucson,2018,disponible,90000,1.6,RMJ608,128,1600,manual,34000000
Chevrolet,Tracker,2022,vendido,80000,1.5,HBC652,163,1450,automatica,67000000
Kia,Cerato,2018,taller,60000,2.0,MKM964,123,1700,manual,32000000
Nissan,Versa,2018,taller,45000,1.0,TJM253,114,2060,automatica,61000000
Ford,EcoSport,2017,vendido,75000,1.5,OLV784,180,2200,manual,85000000
Honda,Odyssey,2016,vendido,100000,1.0,WUP668,193,1570,automatica,45000000
Chevrolet,Onix,2022,vendido,35k,1.6,XGE366,128,1700,automatica,90000000
Hyundai,Palisade,2019,vendido,8000,1.3,GOV617,106,1900,manual,76000000
Nissan,X-Trail,dos mil diecinueve,vendido,100 000,1.6,MWD015,99,1795,automatica,48000000
Nissan,Versa,2021,taller,95000,1.5,AMA884,99,2200,manual,41000000
Kiaa,Sportage,2021,disponible,52000,1.6,TCC737,170,1900,manual,35000000
Hyundai,Elantra,2022,disponible,75000,1.6,HES702,141,1300,manual,58000000
Kia,Telluride,2020.,taller,22000,2.0,XXZ127,141,2000,automatica,58000000
Toyota,Camry,2017,vendido,45000,2.0,SLA451,290,1195,auto,64000000
Toyota,Hilux,2019,vendido,22000,1.6,JYK952,365,2060,automatica,90000000
Volkswagen,Golf,2022,disponible,55000,1.0,RXS323,213,1050,manual,$ 71.000.000
Kia,Rio,2019,taller,38000,1.8,AXC706,125,1795,automatica,67000000
Ford,EcoSport,2016,vendido,8000,1.0,KXG713,110,1570,manual,41000000
HYUNDAI,Elantra,2017,disponible,45000,2.0,XUO699,400,1350,manual,43000000
Chevrolet,Silverado,2022,vendidoo,28000,1.8,MYO090,123,2100,MANUAL,80000000
Kia,Sportage,2020,vendido,10000,1.6,PGR493,365,1100,manual,54000000
Chevrolet,Onix,2016,taller,70000,1.8,HJZ317,125,1250,manual,
Honda,Fit,2022,vendido,95000,1.0,QBL601,213,1195,manual,46000000
Volkswagen,Passat,2022,disponible,38000,2.0,BYO859,155,1070,manual,35000000
Ford,Mustang,2016,taller,40000,1.3,IIN832,107,1700,manual,79000000
Ford,Fiesta,dos mil dieciseis,Vendido,45000,1.8,VWC062,125,1900,automatica,33000000
Ford,Mustang,2020,disponible,22000,1.3,EYI374,212,1450,manual,58000000
Honda,HR-V,2022,disponible,8000,1.0,OBC326,ciento veintidos,1100,manual,67000000
Volkswagen,Polo,2020,taller,65000,1.3,HIJ314,106,1400,manual,$ 60.000.000
Chevrolet,Cruze,2015,taller,80000,1.8,RXO207,180,1.450,auto,83000000
Hyundaii,Palisade,2018,DISPONIBLE,10000,1.5,WFW987,309,1500,manual,78000000
Nissan,Versa,2017,taller,42000,2.0,XIW541,84,1450,manual,41000000
Nissan,Frontier,2018,vendido,38000,1.3,XEI018,177,1600,auto,90000000
Volkwagen,Golf,2019,taller,95000,1.6,MHJ568,152,1280,automatica,47000000
Volkswagen,Golf,2021,disponible,40000,2.0,HUY974,355,950,manual,56000000
Volkswagen,Touareg,2015,disponible,20000,1.6,YOCBBA,355,1700,automatica,25000000
Hyundai,Elantra,2016,disponible,5000,1.5,HQL938,155,2000,manual,75000000 
Hyundai,Tucson,2019,taller,78000,1.3,HMN138,177,2100,manual,38000000
Honda,Accord,2015,disponible,45000,1.3,XGH781,145,1250,automatica,27000000
Chevrolet,Spark,2020,taller,30000,1.5,QGM943,ciento ochenta y seis,1.600,manual,27000000
Hyundai,Santa Fe,2022,taller,90000,1.6,EEQ415,193,1795,manual,60000000
Nissan,Sentra,2015.,disponible,30.000,2.0,SPK661,69,1700,manual,86000000
Kia,Rio,2020,vendido,18000,1.6,IIG749,355,2100,automatica,54000000
Toyta,Hilux,2016,disponible,100000,2.0,WMWTDL,145,1280,automatica,59000000
Chevrolet,Silverado,2022,vendido,22000,1.8,YSS878,400,2060,automatica,26000000
