marca,modelo,año,estado,kilometraje,motor,placa,cv,peso_kg,transmisión,precio_cop
Kia,Cerato,2017,disponible,100000,1.3,DIE031,141,1400.0,automatica,48000000
Chevrolet,Equinox,2021,vendido,45000,1.5,ESC737,231,1280.0,automatica,63000000
,Fiesta,2018,taller,20000,1.5,SWK285,163,1795.0,automatica,82000000
Honda,Civic,2019,vendido,12000,1.6,CCR256,170,2200.0,automatica,90000000
Volkswagen,Jetta,2016,taller,100000,2.0,VIS218,,2060.0,manual,54000000
Chevrolet,Onix,2021,taller,52000,2.0,HUV798,69,1050.0,automatica,71000000
,Civic,2019,vendido,50000,1.6,MWM137,141,1100.0,automatica,78000000
Kia,Picanto,2022,vendido,12000,1.3,ISS033,145,1100.0,automatica,44000000
Toyota,Hilux,2016,disponible,,1.8,YTD625,120,1070.0,manual,51000000
Chevrolet,Tracker,2020,disponible,25000,1.8,JDL617,155,1800.0,automatica,88000000
Volkswagen,Passat,2020,taller,72000,2.0,CNB948,158,1400.0,manual,40000000
Volkswagen,Polo,2018,vendido,15000,1.0,ZVP665,69,1300.0,manual,52000000
Hyundai,Tucson,2019,taller,58000,1.8,NVY660,280,1050.0,automatica,55000000
Nissan,March,2021,,28000,1.6,PYO333,400,1195.0,automatica,27000000
Kia,Sportage,2022,disponible,60000,1.3,OPJ517,186,1900.0,manual,53000000
Nissan,March,2021,disponible,95000,1.5,ECR177,153,1350.0,automatica,64000000
,Polo,2018,vendido,95000,2.0,PTG963,107,2200.0,automatica,75000000
Honda,Fit,2016,disponible,58000,1.6,ZZW263,177,1070.0,automatica,68000000
Hyundai,Creta,2019,vendido,,2.0,FGT155,107,1570.0,automatica,49000000
Toyota,Hilux,2017,vendido,40000,1.8,DUM709,170,1300.0,manual,67000000
Nissan,Frontier,22,taller,95000,1.3,YGE857,309,1200.0,manual,56000000
Volkswagen,Jetta,2020,disponible,65000,2.0,SQR108,185,1900.0,manual,50000000
Honda,Accord,2002,vendido,90000,1.6,,180,1400.0,automatica,44000000
Volkswagen,Tiguan,2018,vendido,,1.6,JUP244,123,1350.0,manual,57000000
Kia,Picanto,2017,vendido,85000,1.6,PPH980,152,2200.0,manual,77000000
Chevrolet,Onix,2020,taller,72000,1.8,YNA820,170,1450.0,automatica,49000000
Ford,Escape,2015,taller,90000,1.8,KTM419,170,1195.0,manual,44000000
Hyundai,Creta,2017,disponible,55000,1.5,WJY193,213,1900.0,automatica,53000000
,Pilot,2015,taller,72000,2.0,JKJ555,400,1300.0,manual,89000000
Ford,Ranger,2017,taller,18000,1.5,PPX885,107,2200.0,automatica,39000000
Chevrolet,Onix,2021,vendido,52,1.5,PHS226,185,1600.0,automatica,68000000
Kia,Cerato,2015,vendido,80000,1.8,MLA794,213,1200.0,automatica,37000000
Ford,Mustang,2018,disponible,22000,1.8,XLU533,120,1100.0,automatica,62000000
Chevrolet,Silverado,2015,taller,72000,1.8,HVJ833,191,1250.0,manual,68000000
Chevrolet,Onix,2022,vendido,38000,1.8,XKQ674,280,1600.0,automatica,84000000
Chevrolet,Tracker,2015,taller,78000,1.0,ZOQ463,,1700.0,automatica,78000000
Ford,Mustang,2021,taller,75000,1.6,EUU589,128,1200.0,manual,73000000
Toyota,Corolla,2021,vendido,80000,1.3,KDJ403,191,950.0,manual,45000000
Kia,Picanto,2022,taller,20000,1.5,BLS395,125,1050.0,manual,58000000
,Corolla,2021,vendido,90000,2.0,,69,1250.0,automatica,43000000
Volkswagen,Tiguan,2021,disponible,22000,1.0,YMD033,130,1500.0,automatica,25000000
Ford,EcoSport,2017,disponible,70000,1.0,RDG060,280,1500.0,manual,58000000
Volkswagen,Jetta,2015,,85000,1.8,RHF376,191,1450.0,automatica,79000000
Honda,Civic,2018,disponible,20000,1.6,IUS943,192,2100.0,manual,67000000
Kia,Telluride,2022,disponible,18000,1.8,YAD905,290,1050.0,automatica,45000000
Kia,Cerato,2015,taller,42000,1.8,IBY585,309,2060.0,manual,45000000
Hyundai,Santa Fe,2017,taller,25000,1.3,BPV725,99,1800.0,manual,46000000
Toyota,Hilux,2020,disponible,100000,1.3,BQO199,69,1795.0,automatica,39000000
Hyundai,Creta,2015,taller,40000,1.6,JTP307,192,2060.0,manual,25000000
Volkswagen,Golf,2016,taller,40000,1.6,BSS309,,1200.0,automatica,31000000
Honda,HR-V,2018,taller,22000,1.8,GUX878,140,1070.0,manual,46000000
Honda,Fit,2015,vendido,28000,1.3,NRN050,192,2100.0,automatica,79000000
Honda,Fit,2020,vendido,15000,,DSQ256,110,1900.0,automatica,57000000
Toyota,Fortuner,2017,taller,20000,1.6,CAN452,155,2000.0,automatica,61000000
Honda,Pilot,2022,vendido,40000,1.5,EHN870,110,1570.0,automatica,39000000
Hyundai,Palisade,2016,vendido,,1.8,CPM693,309,2200.0,automatica,61000000
Nissan,Sentra,2020,,48000,1.6,VXD239,400,1350.0,automatica,50000000
Hyundai,Accent,2018,disponible,40000,1.0,XYT321,123,1300.0,automatica,53000000
Toyota,RAV4,2018,taller,95000,1.0,NOH413,355,1570.0,automatica,78000000
Kia,Cerato,2020,disponible,48000,1.5,AKY523,122,1795.0,manual,75000000
,Fiesta,2015,vendido,78000,2.0,QLV656,180,1050.0,manual,79000000
Kia,Sorento,2020,taller,10000,1.5,,140,1450.0,manual,55000000
Toyota,Hilux,2017,disponible,,1.3,CLW567,107,1100.0,manual,33000000
Volkswagen,Tiguan,2022,vendido,100000,1.8,IGG678,,1795.0,automatica,
Ford,EcoSport,2019,taller,32000,1.8,GQB115,365,1070.0,automatica,
Hyundai,Creta,2021,taller,42000,1.6,BAG664,191,2200.0,automatica,35000000
,Passat,2021,disponible,12000,1.8,MUX559,106,2060.0,manual,
Kia,Cerato,2021,disponible,45000,1.6,AHQ731,280,1600.0,automatica,71000000
Nissan,Sentra,2015,disponible,28000,2.0,CDE521,75,1795.0,manual,63000000
Volkswagen,Golf,2018,disponible,85000,1.3,ICF754,280,1700.0,automatica,51000000
Hyundai,Accent,2020,vendido,20000,1.5,GYH512,69,1800.0,automatica,
Chevrolet,Onix,2022,vendido,95000,1.8,RCY950,185,1250.0,automatica,61000000
Volkswagen,Passat,2015,taller,60000,1.6,OXB052,75,1200.0,automatica,71000000
,Cruze,2018,vendido,10000,,WDG250,365,2060.0,automatica,74000000
Kia,Picanto,2020,taller,55000,1.6,LES036,125,1570.0,manual,53000000
Toyota,Yaris,2022,vendido,35000,2.0,ZXA044,231,2000.0,manual,76000000
,Spark,2021,vendido,10000,1.8,OFN647,309,1050.0,manual,59000000
Chevrolet,Equinox,2020,vendido,95000,1.3,ZSA832,163,1795.0,automatica,77000000
Kia,Picanto,2016,vendido,40000,1.8,JRJ005,191,2100.0,automatica,36000000
Honda,Civic,2015,taller,10000,1.0,QEW862,153,2100.0,automatica,58000000
Honda,Civic,2020,disponible,80000,1.3,,125,1350.0,manual,32000000
Volkswagen,Jetta,2019,disponible,20000,1.3,TIH091,193,1300.0,manual,34000000
Volkswagen,Polo,2021,disponible,75000,1.8,ZTR575,400,1070.0,manual,
Chevrolet,Onix,2018,disponible,90000,1.0,FXE215,163,1195.0,automatica,32000000
Volkswagen,Jetta,2021,vendido,22000,1.3,CAY387,365,1795.0,manual,
Ford,EcoSport,2017,disponible,65000,1.0,BRI132,150,1450.0,automatica,27000000
Toyota,Hilux,2022,disponible,12000,1.8,CCE239,,2100.0,automatica,72000000
Volkswagen,Passat,2020,vendido,18000,1.5,TBK983,365,2100.0,manual,81000000
Ford,EcoSport,2017,disponible,50000,1.5,HEU873,150,1100.0,automatica,67000000
Kia,Cerato,2016,disponible,20000,1.0,OMZ655,99,1400.0,automatica,58000000
Kia,Sportage,2020,disponible,78000,1.8,EFO936,163,1600.0,automatica,
Honda,Civic,2021,taller,95000,1.8,,355,1500.0,automatica,82000000
Kia,Sorento,2020,vendido,20000,1.3,VQP301,231,1350.0,automatica,33000000
Chevrolet,Spark,2018,taller,22000,1.5,SKV258,123,1570.0,manual,45000000
Hyundai,Elantra,2017,taller,80000,1.3,LDZ449,290,2060.0,manual,71000000
Toyota,Fortuner,2018,disponible,72000,1.8,VON890,290,2200.0,automatica,87000000
Toyota,Corolla,2019,vendido,28000,1.0,ESY512,186,1900.0,automatica,25000000
Honda,Civic,2017,taller,38000,1.3,CXZ488,84,1900.0,manual,68000000
Toyota,Yaris,2019,disponible,8000,1.6,CVU689,152,1450.0,manual,41000000
Nissan,Kicks,2022,vendido,28000,1.3,EUK913,152,1570.0,automatica,84000000
,Camry,2021,,28000,1.5,ICL018,145,2200.0,manual,38000000
Honda,CR-V,2019,vendido,32000,,ABF700,290,1195.0,automatica,57000000
Kia,Telluride,2016,taller,,1.3,TUT914,128,1070.0,automatica,29000000
Volkswagen,Golf,2019,taller,28000,2.0,BDC245,99,1280.0,automatica,73000000
Chevrolet,Silverado,2019,disponible,52000,1.6,BRH618,153,2200.0,automatica,37000000
Nissan,Frontier,2020,vendido,52000,1.6,XFM800,84,1500.0,manual,55000000
Nissan,Kicks,2021,vendido,70000,1.6,YUZ727,107,1500.0,automatica,26000000
Nissan,Frontier,2017,taller,52000,1.6,CAO190,90,1400.0,manual,49000000
,RAV4,2022,taller,38000,1.5,COM093,128,1400.0,,72000000
,Yaris,2016,disponible,20000,1.5,IOO875,123,1300.0,manual,81000000
Toyota,Land Cruiser,2018,disponible,60000,1.3,NKW287,110,1700.0,manual,34000000
Volkswagen,Golf,2021,disponible,22000,1.6,GAD288,158,1050.0,manual,71000000
Ford,Explorer,2018,vendido,70000,,SDP998,123,1070.0,automatica,54000000
Nissan,X-Trail,2019,vendido,80000,1.5,,125,2100.0,manual,72000000
Kia,Sorento,2021,disponible,28000,1.3,XRT403,192,1250.0,manual,32000000
Chevrolet,Equinox,2021,taller,32000,2.0,NGO430,106,1200.0,manual,61000000
Ford,Ranger,2016,vendido,75000,1.5,TTJ216,150,1350.0,automatica,84000000
Nissan,Sentra,2018,vendido,10000,1.6,OIT276,355,1500.0,manual,75000000
Volkswagen,Jetta,2020,vendido,65000,1.6,SSA116,213,1570.0,automatica,71000000
Nissan,X-Trail,2017,vendido,95000,1.0,OSP917,141,1100.0,manual,76000000
Nissan,Kicks,2015,taller,32000,1.3,CPJ415,213,1195.0,automatica,58000000
Hyundai,Accent,2017,disponible,,1.0,TQI434,130,1500.0,automatica,40000000
,Sorento,2017,disponible,25000,1.0,YFW312,355,2060.0,automatica,67000000
Hyundai,Santa Fe,2016,taller,100000,1.8,ZUJ866,192,1050.0,,71000000
Volkswagen,Golf,2016,disponible,100000,2.0,RRK266,140,1600.0,manual,79000000
Kia,Rio,2017,taller,,2.0,VKK034,192,1300.0,manual,51000000
Volkswagen,Polo,2022,vendido,100000,1.5,XAF755,155,1800.0,automatica,48000000
Toyota,Hilux,2000,taller,,1.8,,280,1600.0,automatica,68000000
Nissan,Frontier,2015,,80000,1.8,VSB302,75,1795.0,manual,69000000
Chevrolet,Tracker,2020,disponible,78000,1.0,RYU984,,1500.0,automatica,26000000
,Escape,2019,disponible,20000,2.0,HHL025,280,1250.0,automatica,53000000
Honda,HR-V,2016,disponible,75000,2.0,ODV363,365,1200.0,automatica,55000000
Nissan,Versa,2021,taller,48000,1.6,BPF035,290,1570.0,automatica,38000000
Volkswagen,Touareg,2019,vendido,85000,1.8,,90,1700.0,automatica,39000000
Honda,Pilot,2018,vendido,12000,1.0,CHA626,141,1300.0,automatica,54000000
Honda,Civic,2019,,25000,1.6,JTQ143,152,1570.0,manual,26000000
Hyundai,Creta,2018,disponible,48000,1.8,GHO774,120,1600.0,automatica,34000000
Chevrolet,Cruze,2020,taller,40000,1.3,IOC966,280,1300.0,manual,27000000
Honda,Civic,2017,disponible,12000,1.6,JUR395,163,1400.0,automatica,30000000
Nissan,X-Trail,2021,vendido,8000,1.6,UEQ274,114,1250.0,manual,71000000
Ford,Mustang,2018,vendido,30000,1.8,OBV157,150,1350.0,automatica,25000000
Ford,Fiesta,2010,taller,40000,,TXH069,152,2200.0,automatica,78000000
Honda,CR-V,2021,vendido,20000,1.6,BBF528,186,1300.0,manual,39000000
Hyundai,Creta,2015,disponible,20000,2.0,MNN082,90,1700.0,automatica,55000000
Nissan,X-Trail,2020,taller,78000,1.0,CIA573,145,1900.0,manual,62000000
Hyundai,Elantra,2021,disponible,90000,1.0,,192,1195.0,manual,33000000
Nissan,Frontier,2018,vendido,28000,1.5,QKC396,309,2100.0,manual,25000000
Toyota,Camry,2016,taller,60000,2.0,NBJ521,213,1570.0,automatica,49000000
Volkswagen,Jetta,2018,vendido,15000,1.3,IHT678,212,2000.0,manual,41000000
Toyota,Corolla,2021,disponible,42000,2.0,EYN476,,1280.0,automatica,84000000
Volkswagen,Golf,2020,taller,48000,2.0,AMG209,75,1900.0,automatica,65000000
Honda,HR-V,2016,vendido,72000,2.0,FJI782,125,2060.0,manual,26000000
Volkswagen,Touareg,2015,vendido,,2.0,YYT367,120,1070.0,manual,
Honda,Pilot,2021,disponible,30000,1.0,WVN549,203,2060.0,manual,40000000
Toyota,RAV4,2022,vendido,78000,1.8,AKM024,145,1200.0,manual,69000000
Volkswagen,Polo,2017,taller,10000,1.6,XGD818,141,1800.0,manual,36000000
Kia,Cerato,2021,vendido,20000,1.5,BGH889,153,1280.0,automatica,
Hyundai,Santa Fe,2021,vendido,18000,2.0,HRK525,212,2200.0,automatica,85000000
,Picanto,2021,vendido,58000,1.5,EXP835,152,1350.0,automatica,80000000
Hyundai,Creta,2020,,72000,1.8,,84,1795.0,automatica,54000000
Toyota,Corolla,2018,disponible,35000,1.5,WZT941,193,2200.0,automatica,79000000
Hyundai,Elantra,2021,disponible,30,1.3,XBS786,155,1700.0,automatica,90000000
Volkswagen,Golf,21,disponible,52000,1.0,CNC584,141,1100.0,manual,89000000
Kia,Telluride,2018,vendido,38000,1.8,GGL178,177,2060.0,manual,65000000
Volkswagen,Tiguan,2018,disponible,8000,1.6,BGL567,,1450.0,automatica,45000000
Kia,Picanto,2018,vendido,48000,2.0,DJT902,203,1600.0,automatica,66000000
Volkswagen,Tiguan,2020,vendido,75000,2.0,ARK463,186,1900.0,manual,48000000
Volkswagen,Touareg,2017,disponible,95000,2.0,XOZ965,69,1100.0,manual,76000000
Volkswagen,Jetta,2019,vendido,75000,2.0,XSV167,75,1450.0,automatica,73000000
Hyundai,Tucson,2022,vendido,32000,1.0,ANO139,186,1100.0,automatica,47000000
,Escape,2019,disponible,72000,1.8,,153,1100.0,manual,44000000
Chevrolet,Cruze,2015,disponible,70000,1.8,DDW275,231,1450.0,automatica,71000000
Hyundai,Palisade,2022,disponible,48000,1.0,PKA739,163,1100.0,automatica,90000000
Ford,F-150,2016,disponible,25000,2.0,OYV821,130,1400.0,manual,47000000
Hyundai,Elantra,2017,disponible,5000,1.5,PNH618,213,1070.0,automatica,56000000
Honda,CR-V,2021,taller,8000,2.0,CVT813,128,1100.0,automatica,82000000
Toyota,Camry,2019,taller,60000,1.6,YQA056,193,1250.0,,72000000
Kia,Telluride,2022,taller,20000,1.6,LVX189,355,1350.0,automatica,27000000
Toyota,Camry,2018,disponible,72000,1.8,LOM541,123,1050.0,manual,43000000
Toyota,Corolla,2020,vendido,,1.3,ION600,155,2060.0,manual,81000000
Kia,Sorento,2016,vendido,42000,1.3,HZF580,365,1195.0,,83000000
Hyundai,Santa Fe,2015,disponible,45000,1.5,BNJ363,290,1700.0,automatica,56000000
Ford,Ranger,2015,taller,65000,1.5,IHP150,107,1600.0,automatica,62000000
Ford,Mustang,2021,taller,40000,1.0,,152,1600.0,automatica,61000000
,Civic,2021,vendido,65000,1.5,KXL206,125,1250.0,automatica,
Volkswagen,Golf,2020,taller,28000,2.0,NSV317,191,1300.0,manual,75000000
Chevrolet,Cruze,2020,vendido,100000,1.6,CDB545,309,1280.0,manual,60000000
Ford,F-150,2018,vendido,50000,1.0,LHM264,90,1100.0,manual,85000000
Honda,CR-V,2020,vendido,,2.0,RCV358,170,950.0,automatica,82000000
Ford,EcoSport,2022,disponible,28000,1.0,LKT344,309,1050.0,automatica,30000000
Volkswagen,Touareg,2021,vendido,60000,2.0,UZM128,122,1500.0,manual,41000000
Volkswagen,Passat,2019,taller,32000,1.6,CUQ059,400,1700.0,manual,56000000
Chevrolet,Silverado,2015,disponible,,1.0,PFR056,152,2000.0,automatica,78000000
Toyota,Hilux,2019,vendido,20000,1.6,BKQ620,125,1400.0,manual,69000000
Volkswagen,Jetta,2022,vendido,45000,2.0,WET248,213,2000.0,manual,83000000
Toyota,RAV4,2022,disponible,12000,2.0,PPD023,186,2060.0,manual,62000000
,Rio,2016,vendido,42000,1.8,TFW836,177,1900.0,automatica,82000000
Chevrolet,Silverado,2020,vendido,32000,1.6,WGF347,123,950.0,automatica,87000000
Volkswagen,Polo,2017,vendido,65000,1.6,IRW218,192,1500.0,manual,86000000
Hyundai,Palisade,2022,disponible,75000,2.0,RYJ682,,950.0,automatica,35000000
Nissan,Kicks,2018,disponible,18000,1.6,PBI279,84,1500.0,automatica,89000000
Chevrolet,Equinox,2017,disponible,15000,2.0,UQM341,141,1500.0,automatica,86000000
Volkswagen,Jetta,2021,vendido,40000,1.8,RAN160,145,1400.0,automatica,57000000
Hyundai,Tucson,2022,taller,45000,2.0,NNA174,90,1800.0,manual,84000000
Kia,Picanto,2015,taller,45000,1.8,MPG973,212,2060.0,automatica,50000000
Honda,Pilot,2021,vendido,100000,1.0,GVY469,90,1450.0,automatica,57000000
Ford,Fiesta,2018,disponible,10000,1.5,NMT362,170,1070.0,automatica,35000000
Toyota,RAV4,2021,vendido,35000,1.3,KEH291,155,2100.0,automatica,78000000
,Civic,2017,vendido,55000,1.8,LJH698,152,1300.0,manual,69000000
Ford,EcoSport,2022,disponible,8000,1.5,PAE260,186,2200.0,manual,44000000
Honda,CR-V,2017,vendido,70000,2.0,PTZ950,,2100.0,automatica,81000000
Volkswagen,Tiguan,2021,disponible,18000,1.8,TBE277,145,1050.0,manual,80000000
Chevrolet,Tracker,2019,disponible,100000,1.5,UOE063,141,2000.0,,89000000
Chevrolet,Equinox,2017,taller,52000,1.0,,123,1500.0,automatica,31000000
Kia,Cerato,2019,disponible,30000,1.8,YCE736,203,1600.0,manual,29000000
Hyundai,Creta,2017,vendido,50000,1.3,,185,1570.0,automatica,58000000
Hyundai,Creta,2020,disponible,100000,1.8,YDI756,191,1070.0,manual,85000000
Volkswagen,Jetta,2016,vendido,22000,1.8,QLG250,400,1600.0,manual,71000000
Honda,Odyssey,2019,disponible,78000,,ILI581,186,950.0,automatica,33000000
Kia,Rio,2018,disponible,48000,1.6,ACD678,122,2000.0,manual,76000000
Volkswagen,Passat,2018,disponible,28000,2.0,PKD500,110,1900.0,automatica,67000000
Ford,Explorer,2020,taller,22000,1.8,NNS214,125,1195.0,manual,53000000
Nissan,March,2020,taller,52000,1.6,IEH129,355,1050.0,automatica,29000000
Volkswagen,Tiguan,2021,vendido,60000,2.0,FJA273,152,1400.0,automatica,61000000
Ford,Explorer,2019,vendido,90000,2.0,YEE930,400,2060.0,manual,78000000
Ford,Escape,2022,disponible,100000,1.8,JNU604,141,1050.0,manual,51000000
Nissan,Kicks,2016,disponible,58000,2.0,XQQ192,152,1700.0,,28000000
Ford,Mustang,2015,vendido,15000,1.0,OIP327,355,2060.0,automatica,56000000
Honda,CR-V,2019,disponible,42000,2.0,QNN288,69,1050.0,automatica,57000000
Volkswagen,Polo,2022,disponible,35000,1.8,RIY884,400,1100.0,,65000000
Toyota,Camry,2021,vendido,32000,1.8,ZGU530,75,1200.0,manual,76000000
Chevrolet,Spark,2020,disponible,30000,1.3,TIU074,290,2060.0,manual,69000000
Toyota,Corolla,2016,taller,18000,1.8,QXX202,212,1800.0,manual,34000000
Honda,Civic,2016,disponible,80000,2.0,,280,1070.0,manual,84000000
Hyundai,Accent,2017,vendido,85,1.0,FBM545,150,2000.0,manual,88000000
Volkswagen,Jetta,2021,disponible,10000,1.8,JFZ529,99,1200.0,automatica,67000000
Chevrolet,Silverado,2019,vendido,58000,1.0,UTP041,180,1250.0,automatica,59000000
Honda,CR-V,2015,vendido,80000,1.5,MZL190,170,1100.0,manual,61000000
Hyundai,Santa Fe,2022,taller,8000,1.0,SYQ589,185,2000.0,manual,32000000
Chevrolet,Equinox,2019,vendido,75000,2.0,PKE753,290,2200.0,manual,54000000
Ford,Mustang,2022,vendido,85000,1.0,ENP849,177,95.0,manual,35000000
Volkswagen,Touareg,2010,taller,42000,1.0,XVT459,90,1050.0,manual,78000000
Volkswagen,Golf,2022,taller,45000,1.0,LAW512,110,1570.0,manual,88000000
,Spark,2016,taller,30000,1.5,DVZ205,153,1050.0,manual,
Honda,HR-V,2015,disponible,90000,1.8,OFN410,120,1050.0,manual,38000000
Volkswagen,Jetta,2022,disponible,100000,1.6,XUL384,309,1600.0,manual,79000000
Hyundai,Accent,2016,disponible,18000,1.6,NCF806,290,2200.0,manual,77000000
Kia,Picanto,2021,disponible,80000,1.0,DJR832,125,2000.0,manual,86000000
Nissan,March,2017,taller,58000,2.0,ZIP054,193,1400.0,automatica,
Chevrolet,Equinox,2021,vendido,50000,1.3,LCD351,309,1600.0,manual,42000000
Honda,Fit,2016,disponible,78000,1.3,GFX971,114,1500.0,automatica,42000000
Nissan,March,2019,disponible,18000,2.0,BVG912,180,1700.0,manual,45000000
Ford,Fiesta,2018,disponible,18000,1.3,PJX888,122,1795.0,manual,82000000
Chevrolet,Cruze,2021,taller,50000,1.8,HDO442,125,1200.0,automatica,67000000
Volkswagen,Touareg,2021,disponible,45000,1.0,XEO410,290,1900.0,manual,59000000
Hyundai,Tucson,2019,vendido,22000,1.3,BLZ055,170,1800.0,manual,59000000
Chevrolet,Equinox,2016,taller,90000,2.0,NVS400,400,2200.0,automatica,90000000
Volkswagen,Golf,2016,disponible,72000,1.3,MAR150,114,1195.0,automatica,33000000
Ford,Ranger,2019,disponible,5000,1.0,LJH635,150,1070.0,manual,85000000
Honda,Fit,2018,taller,22000,2.0,XRY260,193,1300.0,manual,43000000
Hyundai,Creta,2022,disponible,48000,1.5,XHM814,192,1195.0,manual,56000000
Kia,Picanto,2022,taller,60000,1.8,FRR040,203,2200.0,manual,90000000
Kia,Rio,2020,taller,95000,1.5,ENN172,193,1300.0,manual,28000000
Nissan,Versa,2019,taller,52000,1.3,UPQ944,125,1200.0,manual,51000000
Hyundai,Accent,2018,taller,35000,1.0,CXK219,141,1450.0,automatica,73000000
,Onix,2020,vendido,30000,2.0,QJA273,90,2200.0,manual,58000000
Ford,Ranger,2017,,78000,1.0,ZKK996,400,1570.0,automatica,54000000
Kia,Sorento,2016,taller,30000,1.8,OIU091,212,1350.0,manual,49000000
Chevrolet,Silverado,2017,disponible,18000,1.3,STW872,140,2000.0,automatica,34000000
Nissan,Kicks,2020,disponible,28000,1.3,QUY554,75,1050.0,manual,25000000
Honda,Fit,2019,taller,85000,1.3,DXA355,309,1280.0,manual,
Volkswagen,Golf,2018,taller,30000,1.0,DTQ097,69,1570.0,manual,87000000
Kia,Telluride,2018,disponible,10000,1.0,PIF589,365,1300.0,manual,42000000
Toyota,Camry,2021,disponible,35000,1.3,VZL906,152,1300.0,automatica,35000000
Kia,Telluride,2022,taller,70000,1.3,TYF186,192,1450.0,automatica,55000000
,EcoSport,2018,disponible,58000,1.8,,114,1195.0,automatica,63000000
Nissan,Sentra,2019,disponible,22000,1.0,OGQ898,280,950.0,manual,37000000
Hyundai,Accent,2016,vendido,78000,2.0,YSL148,170,2060.0,automatica,83000000
,Passat,2019,vendido,48000,2.0,OIH332,186,2100.0,manual,30000000
Ford,F-150,2019,disponible,10000,2.0,KJY304,90,1400.0,automatica,42000000
Volkswagen,Passat,2015,taller,8000,2.0,CXV815,152,1050.0,automatica,72000000
Toyota,Camry,2021,vendido,70000,1.5,SLQ796,180,1400.0,manual,76000000
Nissan,March,2020,vendido,42000,1.8,LYT400,280,1795.0,automatica,59000000
Nissan,Frontier,2018,taller,38000,1.6,BKA441,84,2060.0,automatica,
Toyota,RAV4,2021,taller,,1.0,BIT752,125,1300.0,automatica,33000000
Hyundai,Creta,2019,vendido,45000,2.0,IQW590,170,950.0,manual,78000000
Chevrolet,Cruze,2018,vendido,55,1.3,NGF172,145,1450.0,manual,76000000
Hyundai,Creta,2022,vendido,8000,2.0,MVG068,75,1570.0,manual,37000000
Volkswagen,Polo,2019,vendido,12000,1.6,MPV070,75,1200.0,manual,
Hyundai,Creta,2016,disponible,52000,1.6,KIZ313,185,1195.0,manual,47000000
Volkswagen,Tiguan,2020,disponible,38000,1.6,YBH702,170,1280.0,automatica,29000000
Honda,Fit,2015,vendido,100000,1.6,EIX196,122,1500.0,manual,36000000
Chevrolet,Spark,2016,vendido,32000,1.8,,365,950.0,automatica,90000000
Chevrolet,Equinox,2022,disponible,100000,1.5,FAH829,186,1570.0,automatica,47000000
Chevrolet,Onix,2017,vendido,12000,1.0,CEN075,,1600.0,manual,46000000
Hyundai,Palisade,2015,taller,58000,1.6,JJH807,185,2100.0,automatica,35000000
Kia,Picanto,2016,taller,75000,1.8,NWU961,163,1900.0,manual,55000000
Honda,CR-V,2021,disponible,22000,1.8,JAB881,192,1280.0,automatica,80000000
Honda,Pilot,2018,taller,75000,1.5,BKM689,400,2060.0,manual,86000000
Honda,Pilot,2020,disponible,10000,1.0,PZC651,145,1795.0,automatica,37000000
Nissan,Frontier,2020,taller,40000,1.8,MJX353,140,1400.0,automatica,75000000
Chevrolet,Cruze,2020,vendido,10000,1.8,BBN907,191,1700.0,manual,52000000
Hyundai,Elantra,2016,disponible,10,1.3,ZWY648,123,1700.0,automatica,81000000
Nissan,Versa,2022,vendido,5000,1.0,RSI684,150,1900.0,manual,81000000
Chevrolet,Spark,2016,disponible,30000,2.0,HDV826,107,1050.0,manual,56000000
Hyundai,Accent,2016,disponible,78000,2.0,VLR120,180,1900.0,manual,63000000
Toyota,Land Cruiser,2022,disponible,22000,2.0,XVE679,192,2000.0,manual,32000000
Chevrolet,Silverado,2020,taller,85000,1.3,CCF263,170,1700.0,automatica,65000000
,Cruze,2017,disponible,42000,2.0,SQA248,150,1500.0,automatica,63000000
Volkswagen,Tiguan,2015,taller,45000,1.8,CYZ460,122,1700.0,manual,26000000
Ford,Ranger,2017,disponible,70000,1.3,QZQ798,191,1900.0,manual,38000000
Volkswagen,Tiguan,2021,,80000,1.8,BEJ024,213,1200.0,automatica,71000000
Honda,Odyssey,2020,disponible,80000,2.0,YPK127,192,1250.0,automatica,44000000
Honda,Fit,2015,vendido,20000,1.3,TNM202,355,2100.0,automatica,86000000
Hyundai,Santa Fe,2018,disponible,15000,1.8,,122,1100.0,automatica,33000000
Volkswagen,Passat,2022,disponible,30000,1.6,TVZ167,186,1250.0,manual,36000000
Kia,Rio,2022,vendido,78000,1.5,MSS503,141,1100.0,manual,35000000
Hyundai,Creta,2015,taller,12000,1.0,RUA504,155,1900.0,automatica,25000000
Nissan,Sentra,2017,disponible,75000,1.0,ZMH371,,1500.0,manual,82000000
Honda,Civic,2020,vendido,52000,1.0,TKY154,153,2100.0,manual,61000000
Volkswagen,Jetta,2022,vendido,45000,1.5,PQW505,110,1900.0,automatica,
Toyota,Corolla,2017,taller,25000,1.3,LZI745,122,1570.0,automatica,42000000
Toyota,Fortuner,2021,vendido,70000,1.0,HPR996,290,1280.0,automatica,84000000
Volkswagen,Polo,2021,taller,50000,2.0,BXB009,114,2200.0,manual,65000000
Honda,Fit,2020,taller,58000,1.3,ADO708,180,1500.0,,
Honda,Odyssey,2020,vendido,45000,2.0,DZR602,90,1350.0,,42000000
Hyundai,Elantra,2021,disponible,58000,2.0,,170,1300.0,manual,50000000
Volkswagen,Jetta,2017,vendido,60000,1.6,ABK528,125,1195.0,manual,36000000
